	created_at	id	in_reply_to_status_id	in_reply_to_screen_name	source	retweeted	retweet_count	favorite_count	screen_name	hashtags	text
36	Wed Nov 06 00:46:44 +0000 2013	397887739468582912			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 (2013) Leather Sleeve | NELLY http://t.co/FU3hBKvOhU | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
37	Tue Nov 05 23:31:27 +0000 2013	397868794087211008			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 )2013) Leather Sleeve | RUM DIARY | http://t.co/QJzla6oon0 | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10...
38	Tue Nov 05 23:31:24 +0000 2013	397868780795072513			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 (2013) Felt Sleeve | LACE | http://t.co/fcAihGvBqS | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
39	Tue Nov 05 23:17:38 +0000 2013	397865316602355712			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 Leather Sleeve | SLIDER | http://t.co/Zi1yZP3uab | | #Nexus10Cover #Nexus10Sleeve #Nexus10Portel #Nexus10Leather #Nexus10
40	Tue Nov 05 23:17:33 +0000 2013	397865296541007873			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 (2013) Leather Sleeve | NELLY http://t.co/Gco0G1qBnv | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
41	Tue Nov 05 23:17:27 +0000 2013	397865273329741824			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 (2013) Sleeve | TURBOCHARGED | http://t.co/K8w8o7psKW | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
42	Tue Nov 05 23:17:26 +0000 2013	397865268917338112			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 2013 Leather Sleeve | AMARETTINI | http://t.co/RStAcDvfzD | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
43	Tue Nov 05 23:17:23 +0000 2013	397865255151611905			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 (2013) Leather Sleeve | Spin me... http://t.co/uu0oAVrSc5 | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
44	Tue Nov 05 23:17:21 +0000 2013	397865247463075840			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 2013 Leather Sleeve | FLATTERING | http://t.co/fnv2mSIkA1| #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
45	Tue Nov 05 23:16:37 +0000 2013	397865060879831040			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 (2013) Leather Sleever | EDUARDO | http://t.co/9dfqEeBqc1 | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
46	Tue Nov 05 23:16:13 +0000 2013	397864962091401216			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 7 Leather Sleeve/Case | Spin me Round | http://t.co/6XFoSX1wPx | #nexus #nexus7 #nexus10 #sleeve #leather #organic #handmade #ha...
47	Tue Nov 05 22:01:04 +0000 2013	397846051123892224			"<a href=""http://www.quartzprojects.co.uk"" rel=""nofollow"">The Qube</a>"	False	1	0			RT @PureGoogle: Интересно, что в этой суете с #Nexus5 никто не вспомнил про новый #Nexus10. Где он? :)
48	Tue Nov 05 21:29:06 +0000 2013	397838005509296128			"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	1	0			RT @casario93: Comunque secondo me il #Nexus10 è stato un flop...non ce l'ha nessuno
